# Raffaele Villani  Luca de Martino
# Marvil
# ML-CUP20
# 24/01/2021
1,41.606583,-32.721172
2,66.58686,-32.516552
3,75.848694,-26.613214
4,31.995415,-17.270582
5,65.51255,-33.242065
6,51.046852,-40.2526
7,52.594078,-39.625244
8,51.235336,-40.19097
9,35.759254,-24.217764
10,73.1569,-28.288042
11,30.011822,-10.674712
12,35.572815,-24.138536
13,27.80662,-5.9700985
14,46.477783,-41.303745
15,71.0496,-29.809128
16,43.959114,-35.675438
17,60.941994,-35.72977
18,38.3245,-28.226887
19,76.77373,-26.175545
20,31.297628,-13.68428
21,74.468956,-27.46874
22,45.99311,-41.40835
23,40.28601,-30.88313
24,38.471565,-28.529224
25,73.85204,-27.778778
26,57.178185,-37.42056
27,70.296364,-30.298065
28,30.136889,-10.784067
29,73.586655,-28.095108
30,32.43037,-18.315962
31,57.52601,-37.520935
32,54.70746,-38.76803
33,28.7986,-8.297629
34,60.841423,-35.69058
35,32.342537,-18.009111
36,69.717285,-30.54785
37,65.31982,-33.312706
38,60.746277,-35.768063
39,31.576183,-15.463234
40,72.73361,-28.53925
41,60.547752,-35.961803
42,48.729004,-41.09783
43,30.133083,-11.512649
44,37.592644,-27.204622
45,31.58706,-15.443674
46,64.98279,-33.53295
47,59.158943,-36.33354
48,65.77784,-33.138012
49,72.10919,-28.835966
50,46.175858,-41.409756
51,37.811836,-27.477797
52,39.110077,-29.44735
53,76.974945,-26.03695
54,29.95067,-10.361933
55,34.772346,-22.698378
56,70.68182,-30.064735
57,70.94312,-29.865839
58,44.553,-37.847057
59,32.57682,-18.13287
60,55.465813,-38.3727
61,55.3758,-38.435726
62,31.152704,-14.121045
63,46.43103,-41.46031
64,72.88501,-28.436804
65,31.107008,-14.311559
66,37.62906,-27.633118
67,35.00762,-23.43509
68,37.59635,-27.420893
69,58.10726,-37.28058
70,75.25454,-26.965794
71,32.278027,-17.556581
72,45.261116,-38.517117
73,31.057526,-13.462119
74,66.19965,-32.79964
75,46.31781,-41.526443
76,65.06994,-33.29007
77,48.039993,-41.24911
78,27.009705,-4.9202943
79,37.252197,-26.772533
80,38.284622,-28.297815
81,45.484596,-39.229107
82,41.889175,-32.9412
83,46.46045,-41.375374
84,64.39214,-33.805878
85,51.3565,-40.1881
86,44.5905,-37.78848
87,44.33931,-37.22579
88,40.120842,-30.538658
89,47.788933,-41.3145
90,46.333138,-41.57878
91,27.479355,-6.138528
92,48.816864,-40.948948
93,27.51921,-6.297867
94,27.376778,-5.788535
95,32.063614,-16.538229
96,41.323326,-32.025078
97,72.735085,-28.57173
98,76.80581,-25.642883
99,58.355362,-37.12363
100,32.82454,-19.654394
101,74.70756,-27.2995
102,51.822426,-39.812004
103,48.468124,-41.03582
104,43.255173,-35.41055
105,33.267487,-19.841682
106,30.457203,-12.318502
107,33.53264,-20.113472
108,74.251015,-27.547327
109,43.120575,-35.069202
110,43.328285,-34.792274
111,46.63208,-41.62455
112,50.23761,-40.627125
113,45.922585,-41.116737
114,56.90368,-37.633347
115,40.475082,-30.424957
116,63.28546,-34.400436
117,37.79368,-27.346745
118,62.490425,-34.817585
119,42.583344,-33.754784
120,55.04911,-38.55237
121,33.622574,-20.840977
122,47.394608,-41.55799
123,36.50776,-25.169994
124,46.414246,-41.634453
125,42.97206,-34.511147
126,73.438934,-28.107754
127,65.64847,-33.18656
128,39.239525,-28.933943
129,55.553947,-38.297165
130,36.82322,-25.494377
131,70.62223,-30.129612
132,37.046875,-26.315815
133,49.99214,-40.587646
